Name,Age,Departments,Salary,Experience,Cities,Annual_Salary,Bonus,Total_Compensation,Experience_Level
employee_3002,60,Finance,72401,10,Mumbai,868812,7240.1,79641.1,Mid-level
employee_3003,35,QA,73526,8,Mumbai,882312,7352.6,80878.6,Mid-level
employee_3004,37,Finance,83958,7,Chennai,1007496,8395.800000000001,92353.8,Mid-level
employee_3005,38,HR,101593,9,Bangalore,1219116,10159.300000000001,111752.3,Mid-level
employee_3006,52,Sales,80041,12,Bangalore,960492,8004.1,88045.1,Senior
employee_3007,58,QA,88372,12,Bangalore,1060464,8837.2,97209.2,Senior
employee_3008,43,HR,92562,1,Mumbai,1110744,9256.2,101818.2,Fresher
employee_3009,43,Sales,117099,12,Bangalore,1405188,11709.900000000001,128808.9,Senior
employee_3010,55,QA,89046,12,Delhi,1068552,8904.6,97950.6,Senior
employee_3011,59,Data,93086,14,Chennai,1117032,9308.6,102394.6,Senior
employee_3012,35,IT,32089,12,Pune,385068,3208.9,35297.9,Senior
employee_3013,44,IT,41623,13,Mumbai,499476,4162.3,45785.3,Senior
employee_3014,48,HR,74641,15,Pune,895692,7464.1,82105.1,Senior
employee_3015,36,Sales,37043,15,Pune,444516,3704.3,40747.3,Senior
employee_3016,36,IT,91572,7,Mumbai,1098864,9157.2,100729.2,Mid-level
employee_3017,60,Sales,89136,10,Delhi,1069632,8913.6,98049.6,Mid-level
employee_3018,59,Sales,113052,10,Mumbai,1356624,11305.2,124357.2,Mid-level
employee_3019,26,HR,111700,2,Bangalore,1340400,11170.0,122870.0,Fresher
employee_3020,22,HR,82061,9,Chennai,984732,8206.1,90267.1,Mid-level
employee_3021,33,HR,31122,11,Mumbai,373464,3112.2000000000003,34234.2,Senior
employee_3022,29,IT,72346,13,Pune,868152,7234.6,79580.6,Senior
employee_3023,54,HR,41150,5,Mumbai,493800,4115.0,45265.0,Junior
employee_3024,37,IT,112630,4,Chennai,1351560,11263.0,123893.0,Junior
employee_3025,47,HR,102228,7,Hyderabad,1226736,10222.800000000001,112450.8,Mid-level
employee_3026,49,Finance,37054,8,Delhi,444648,3705.4,40759.4,Mid-level
employee_3027,57,Sales,26767,10,Pune,321204,2676.7000000000003,29443.7,Mid-level
employee_3028,42,HR,29708,6,Hyderabad,356496,2970.8,32678.8,Mid-level
employee_3029,44,QA,82999,5,Hyderabad,995988,8299.9,91298.9,Junior
employee_3030,27,Sales,77158,5,Chennai,925896,7715.8,84873.8,Junior
employee_3031,54,Sales,54292,0,Delhi,651504,5429.200000000001,59721.2,Fresher
employee_3032,32,HR,53082,4,Mumbai,636984,5308.200000000001,58390.2,Junior
employee_3033,43,Data,59024,13,Hyderabad,708288,5902.400000000001,64926.4,Senior
employee_3034,35,HR,117270,7,Bangalore,1407240,11727.0,128997.0,Mid-level
employee_3035,53,Sales,48461,5,Mumbai,581532,4846.1,53307.1,Junior
employee_3036,33,QA,30351,11,Delhi,364212,3035.1000000000004,33386.1,Senior
employee_3037,43,Sales,72031,0,Pune,864372,7203.1,79234.1,Fresher
employee_3038,58,QA,107628,14,Mumbai,1291536,10762.800000000001,118390.8,Senior
employee_3039,52,IT,64718,14,Chennai,776616,6471.8,71189.8,Senior
employee_3040,55,Finance,115577,4,Chennai,1386924,11557.7,127134.7,Junior
employee_3041,21,Sales,116212,12,Pune,1394544,11621.2,127833.2,Senior
employee_3042,25,HR,37777,10,Pune,453324,3777.7000000000003,41554.7,Mid-level
employee_3043,33,IT,114856,11,Pune,1378272,11485.6,126341.6,Senior
employee_3044,25,Finance,33308,4,Chennai,399696,3330.8,36638.8,Junior
employee_3045,52,HR,68441,15,Delhi,821292,6844.1,75285.1,Senior
employee_3046,41,Data,105865,11,Delhi,1270380,10586.5,116451.5,Senior
employee_3047,44,HR,38882,2,Mumbai,466584,3888.2000000000003,42770.2,Fresher
employee_3048,38,QA,29714,7,Hyderabad,356568,2971.4,32685.4,Mid-level
employee_3049,41,QA,116586,14,Hyderabad,1399032,11658.6,128244.6,Senior
employee_3050,30,Data,68432,8,Bangalore,821184,6843.200000000001,75275.2,Mid-level
employee_3051,44,IT,106289,5,Chennai,1275468,10628.900000000001,116917.9,Junior
employee_3052,60,Finance,105166,5,Pune,1261992,10516.6,115682.6,Junior
employee_3053,41,HR,42658,1,Delhi,511896,4265.8,46923.8,Fresher
employee_3054,45,QA,94245,9,Mumbai,1130940,9424.5,103669.5,Mid-level
employee_3055,43,IT,102027,1,Delhi,1224324,10202.7,112229.7,Fresher
employee_3056,42,Data,75808,5,Chennai,909696,7580.8,83388.8,Junior
employee_3057,24,Sales,64530,11,Bangalore,774360,6453.0,70983.0,Senior
employee_3058,54,QA,33834,7,Delhi,406008,3383.4,37217.4,Mid-level
employee_3059,26,Data,39358,1,Hyderabad,472296,3935.8,43293.8,Fresher
employee_3060,48,HR,34872,8,Mumbai,418464,3487.2000000000003,38359.2,Mid-level
employee_3061,51,Finance,83694,12,Hyderabad,1004328,8369.4,92063.4,Senior
employee_3062,55,QA,112193,15,Mumbai,1346316,11219.300000000001,123412.3,Senior
employee_3063,59,QA,75321,11,Pune,903852,7532.1,82853.1,Senior
employee_3064,43,HR,115363,13,Mumbai,1384356,11536.300000000001,126899.3,Senior
employee_3065,26,Sales,98709,8,Pune,1184508,9870.900000000001,108579.9,Mid-level
employee_3066,36,IT,41685,14,Chennai,500220,4168.5,45853.5,Senior
employee_3067,22,Finance,36333,13,Hyderabad,435996,3633.3,39966.3,Senior
employee_3068,44,QA,36356,3,Mumbai,436272,3635.6000000000004,39991.6,Junior
employee_3069,37,Finance,65584,3,Mumbai,787008,6558.400000000001,72142.4,Junior
employee_3070,21,QA,76362,3,Bangalore,916344,7636.200000000001,83998.2,Junior
employee_3071,26,Finance,36344,10,Hyderabad,436128,3634.4,39978.4,Mid-level
employee_3072,25,Data,69619,4,Chennai,835428,6961.900000000001,76580.9,Junior
employee_3073,49,QA,106331,7,Pune,1275972,10633.1,116964.1,Mid-level
employee_3074,32,Finance,26943,1,Chennai,323316,2694.3,29637.3,Fresher
employee_3075,59,IT,115185,10,Bangalore,1382220,11518.5,126703.5,Mid-level
employee_3076,23,Data,85217,4,Chennai,1022604,8521.7,93738.7,Junior
employee_3077,21,Data,46021,13,Pune,552252,4602.1,50623.1,Senior
employee_3078,47,IT,33348,1,Hyderabad,400176,3334.8,36682.8,Fresher
employee_3079,44,Finance,102286,14,Delhi,1227432,10228.6,112514.6,Senior
employee_3080,39,HR,95921,10,Bangalore,1151052,9592.1,105513.1,Mid-level
employee_3081,28,IT,41639,10,Mumbai,499668,4163.900000000001,45802.9,Mid-level
employee_3082,22,Finance,110030,7,Mumbai,1320360,11003.0,121033.0,Mid-level
employee_3083,50,IT,89566,0,Hyderabad,1074792,8956.6,98522.6,Fresher
employee_3084,50,IT,67011,15,Delhi,804132,6701.1,73712.1,Senior
employee_3085,59,QA,43640,14,Chennai,523680,4364.0,48004.0,Senior
employee_3086,52,Finance,60402,6,Mumbai,724824,6040.200000000001,66442.2,Mid-level
employee_3087,21,HR,90088,2,Bangalore,1081056,9008.800000000001,99096.8,Fresher
employee_3088,58,QA,85240,3,Delhi,1022880,8524.0,93764.0,Junior
employee_3089,33,IT,26891,13,Pune,322692,2689.1000000000004,29580.1,Senior
employee_3090,31,Sales,53259,14,Chennai,639108,5325.900000000001,58584.9,Senior
employee_3091,30,IT,88021,7,Delhi,1056252,8802.1,96823.1,Mid-level
employee_3092,46,IT,53987,2,Pune,647844,5398.700000000001,59385.7,Fresher
employee_3093,40,Finance,77616,11,Delhi,931392,7761.6,85377.6,Senior
employee_3094,37,Finance,35683,12,Delhi,428196,3568.3,39251.3,Senior
employee_3095,37,QA,86083,12,Chennai,1032996,8608.300000000001,94691.3,Senior
employee_3096,24,HR,34967,15,Bangalore,419604,3496.7000000000003,38463.7,Senior
employee_3097,25,QA,102664,6,Pune,1231968,10266.400000000001,112930.4,Mid-level
employee_3098,43,Data,65194,11,Bangalore,782328,6519.400000000001,71713.4,Senior
employee_3099,30,IT,118831,0,Pune,1425972,11883.1,130714.1,Fresher
employee_3100,48,Sales,110873,15,Chennai,1330476,11087.300000000001,121960.3,Senior
employee_3101,53,IT,87661,8,Bangalore,1051932,8766.1,96427.1,Mid-level
employee_3102,46,IT,112738,12,Chennai,1352856,11273.800000000001,124011.8,Senior
employee_3103,49,QA,97307,5,Delhi,1167684,9730.7,107037.7,Junior
employee_3104,47,Sales,68452,2,Delhi,821424,6845.200000000001,75297.2,Fresher
employee_3105,38,Sales,37857,15,Chennai,454284,3785.7000000000003,41642.7,Senior
employee_3106,60,Sales,56301,6,Pune,675612,5630.1,61931.1,Mid-level
employee_3107,30,QA,80900,14,Delhi,970800,8090.0,88990.0,Senior
employee_3108,25,IT,56460,12,Pune,677520,5646.0,62106.0,Senior
employee_3109,30,QA,111923,4,Bangalore,1343076,11192.300000000001,123115.3,Junior
employee_3110,41,Finance,74800,7,Mumbai,897600,7480.0,82280.0,Mid-level
employee_3111,44,Finance,34832,7,Delhi,417984,3483.2000000000003,38315.2,Mid-level
employee_3112,58,QA,72408,11,Delhi,868896,7240.8,79648.8,Senior
employee_3113,23,Sales,37626,8,Hyderabad,451512,3762.6000000000004,41388.6,Mid-level
employee_3114,60,IT,82872,5,Pune,994464,8287.2,91159.2,Junior
employee_3115,51,QA,109021,3,Chennai,1308252,10902.1,119923.1,Junior
employee_3116,57,QA,103959,12,Hyderabad,1247508,10395.900000000001,114354.9,Senior
employee_3117,22,QA,41802,1,Bangalore,501624,4180.2,45982.2,Fresher
employee_3118,22,Data,41333,2,Hyderabad,495996,4133.3,45466.3,Fresher
employee_3119,59,Finance,60120,4,Hyderabad,721440,6012.0,66132.0,Junior
employee_3120,54,Sales,118621,7,Mumbai,1423452,11862.1,130483.1,Mid-level
employee_3121,40,HR,47159,11,Mumbai,565908,4715.900000000001,51874.9,Senior
employee_3122,53,Sales,49660,9,Hyderabad,595920,4966.0,54626.0,Mid-level
employee_3123,24,HR,81843,1,Mumbai,982116,8184.3,90027.3,Fresher
employee_3124,31,Data,59519,4,Mumbai,714228,5951.900000000001,65470.9,Junior
employee_3125,25,QA,119333,13,Hyderabad,1431996,11933.300000000001,131266.3,Senior
employee_3126,45,Data,109577,8,Pune,1314924,10957.7,120534.7,Mid-level
employee_3127,57,Data,69935,1,Mumbai,839220,6993.5,76928.5,Fresher
employee_3128,54,IT,47507,14,Hyderabad,570084,4750.7,52257.7,Senior
employee_3129,29,Finance,96060,7,Pune,1152720,9606.0,105666.0,Mid-level
employee_3130,26,HR,109271,15,Delhi,1311252,10927.1,120198.1,Senior
employee_3131,38,QA,82223,2,Mumbai,986676,8222.300000000001,90445.3,Fresher
employee_3132,34,HR,52675,7,Hyderabad,632100,5267.5,57942.5,Mid-level
employee_3133,39,Sales,42673,3,Mumbai,512076,4267.3,46940.3,Junior
employee_3134,34,HR,60470,3,Pune,725640,6047.0,66517.0,Junior
employee_3135,60,Sales,66603,11,Hyderabad,799236,6660.3,73263.3,Senior
employee_3136,37,Finance,109825,6,Pune,1317900,10982.5,120807.5,Mid-level
employee_3137,55,Sales,56230,4,Delhi,674760,5623.0,61853.0,Junior
employee_3138,49,HR,39542,3,Chennai,474504,3954.2000000000003,43496.2,Junior
employee_3139,37,HR,86407,6,Bangalore,1036884,8640.7,95047.7,Mid-level
employee_3140,28,Sales,78821,11,Chennai,945852,7882.1,86703.1,Senior
employee_3141,21,Data,60690,2,Mumbai,728280,6069.0,66759.0,Fresher
employee_3142,56,Finance,31654,14,Pune,379848,3165.4,34819.4,Senior
employee_3143,27,IT,92557,8,Hyderabad,1110684,9255.7,101812.7,Mid-level
employee_3144,25,QA,110544,13,Pune,1326528,11054.400000000001,121598.4,Senior
employee_3145,44,HR,113264,12,Mumbai,1359168,11326.400000000001,124590.4,Senior
employee_3146,48,QA,114698,4,Hyderabad,1376376,11469.800000000001,126167.8,Junior
employee_3147,37,IT,52446,11,Chennai,629352,5244.6,57690.6,Senior
employee_3148,57,QA,73484,2,Pune,881808,7348.400000000001,80832.4,Fresher
employee_3149,40,IT,69078,1,Bangalore,828936,6907.8,75985.8,Fresher
employee_3150,23,Sales,29225,6,Delhi,350700,2922.5,32147.5,Mid-level
employee_3151,57,Data,99745,11,Delhi,1196940,9974.5,109719.5,Senior
employee_3152,46,HR,106259,6,Mumbai,1275108,10625.900000000001,116884.9,Mid-level
employee_3153,35,IT,70487,11,Mumbai,845844,7048.700000000001,77535.7,Senior
employee_3154,28,QA,93676,12,Pune,1124112,9367.6,103043.6,Senior
employee_3155,33,HR,36721,4,Chennai,440652,3672.1000000000004,40393.1,Junior
employee_3156,23,Data,27587,3,Chennai,331044,2758.7000000000003,30345.7,Junior
employee_3157,21,Sales,64437,12,Bangalore,773244,6443.700000000001,70880.7,Senior
employee_3158,29,HR,43989,10,Bangalore,527868,4398.900000000001,48387.9,Mid-level
employee_3159,51,IT,57726,1,Pune,692712,5772.6,63498.6,Fresher
employee_3160,46,Data,95540,1,Hyderabad,1146480,9554.0,105094.0,Fresher
employee_3161,37,QA,104837,6,Chennai,1258044,10483.7,115320.7,Mid-level
employee_3162,54,Data,118639,9,Hyderabad,1423668,11863.900000000001,130502.9,Mid-level
employee_3163,29,Data,66168,6,Hyderabad,794016,6616.8,72784.8,Mid-level
employee_3164,33,Finance,89669,3,Pune,1076028,8966.9,98635.9,Junior
employee_3165,25,Data,98040,13,Bangalore,1176480,9804.0,107844.0,Senior
employee_3166,33,Data,96616,3,Hyderabad,1159392,9661.6,106277.6,Junior
employee_3167,21,HR,32408,3,Pune,388896,3240.8,35648.8,Junior
employee_3168,45,QA,29153,10,Bangalore,349836,2915.3,32068.3,Mid-level
employee_3169,24,HR,36055,1,Hyderabad,432660,3605.5,39660.5,Fresher
employee_3170,56,HR,44760,12,Hyderabad,537120,4476.0,49236.0,Senior
employee_3171,30,IT,42752,12,Bangalore,513024,4275.2,47027.2,Senior
employee_3172,48,HR,114729,8,Delhi,1376748,11472.900000000001,126201.9,Mid-level
employee_3173,26,Finance,28800,0,Bangalore,345600,2880.0,31680.0,Fresher
employee_3174,47,Finance,91573,14,Mumbai,1098876,9157.300000000001,100730.3,Senior
employee_3175,32,IT,55054,7,Mumbai,660648,5505.400000000001,60559.4,Mid-level
employee_3176,23,Sales,86816,5,Pune,1041792,8681.6,95497.6,Junior
employee_3177,53,QA,51866,14,Pune,622392,5186.6,57052.6,Senior
employee_3178,30,QA,25992,12,Chennai,311904,2599.2000000000003,28591.2,Senior
employee_3179,51,HR,48696,9,Mumbai,584352,4869.6,53565.6,Mid-level
employee_3180,35,HR,85282,6,Bangalore,1023384,8528.2,93810.2,Mid-level
employee_3181,27,Sales,98541,11,Mumbai,1182492,9854.1,108395.1,Senior
employee_3182,56,HR,77838,4,Delhi,934056,7783.8,85621.8,Junior
employee_3183,34,QA,54400,5,Pune,652800,5440.0,59840.0,Junior
employee_3184,34,Data,107277,5,Delhi,1287324,10727.7,118004.7,Junior
employee_3185,23,Finance,42565,12,Pune,510780,4256.5,46821.5,Senior
employee_3186,23,Data,64585,15,Delhi,775020,6458.5,71043.5,Senior
employee_3187,42,Data,59833,8,Pune,717996,5983.3,65816.3,Mid-level
employee_3188,39,QA,37094,15,Bangalore,445128,3709.4,40803.4,Senior
employee_3189,55,Data,56280,9,Delhi,675360,5628.0,61908.0,Mid-level
employee_3190,32,Sales,71647,12,Hyderabad,859764,7164.700000000001,78811.7,Senior
employee_3191,25,IT,69378,3,Pune,832536,6937.8,76315.8,Junior
employee_3192,30,HR,44513,11,Mumbai,534156,4451.3,48964.3,Senior
employee_3193,53,IT,25154,10,Hyderabad,301848,2515.4,27669.4,Mid-level
employee_3194,33,Finance,53134,11,Mumbai,637608,5313.400000000001,58447.4,Senior
employee_3195,55,HR,33678,12,Pune,404136,3367.8,37045.8,Senior
employee_3196,52,Data,31294,4,Bangalore,375528,3129.4,34423.4,Junior
employee_3197,31,Finance,34574,3,Hyderabad,414888,3457.4,38031.4,Junior
employee_3198,58,HR,60183,0,Hyderabad,722196,6018.3,66201.3,Fresher
employee_3199,44,Sales,73747,9,Pune,884964,7374.700000000001,81121.7,Mid-level
employee_3200,55,Sales,91606,5,Delhi,1099272,9160.6,100766.6,Junior
employee_3201,39,Sales,43638,4,Pune,523656,4363.8,48001.8,Junior
employee_3202,26,Sales,82194,3,Pune,986328,8219.4,90413.4,Junior
employee_3203,60,Data,72553,5,Chennai,870636,7255.3,79808.3,Junior
employee_3204,55,IT,51082,11,Bangalore,612984,5108.200000000001,56190.2,Senior
employee_3205,24,HR,41306,4,Delhi,495672,4130.6,45436.6,Junior
employee_3206,53,Data,32807,2,Bangalore,393684,3280.7000000000003,36087.7,Fresher
employee_3207,33,Sales,113760,1,Pune,1365120,11376.0,125136.0,Fresher
employee_3208,56,IT,76342,12,Chennai,916104,7634.200000000001,83976.2,Senior
employee_3209,39,Finance,57143,5,Pune,685716,5714.3,62857.3,Junior
employee_3210,32,Finance,83414,3,Pune,1000968,8341.4,91755.4,Junior
employee_3211,31,Finance,115302,10,Bangalore,1383624,11530.2,126832.2,Mid-level
employee_3212,26,Sales,49715,14,Chennai,596580,4971.5,54686.5,Senior
employee_3213,32,Finance,87054,12,Bangalore,1044648,8705.4,95759.4,Senior
employee_3214,47,QA,97934,9,Pune,1175208,9793.4,107727.4,Mid-level
employee_3215,45,HR,37202,2,Mumbai,446424,3720.2000000000003,40922.2,Fresher
employee_3216,23,HR,52987,13,Hyderabad,635844,5298.700000000001,58285.7,Senior
employee_3217,23,Sales,60740,7,Delhi,728880,6074.0,66814.0,Mid-level
employee_3218,40,QA,101848,11,Pune,1222176,10184.800000000001,112032.8,Senior
employee_3219,48,Data,110890,8,Delhi,1330680,11089.0,121979.0,Mid-level
employee_3220,43,Data,78871,14,Chennai,946452,7887.1,86758.1,Senior
employee_3221,23,Finance,38627,6,Mumbai,463524,3862.7000000000003,42489.7,Mid-level
employee_3222,44,IT,119294,1,Delhi,1431528,11929.400000000001,131223.4,Fresher
employee_3223,60,Data,76069,7,Delhi,912828,7606.900000000001,83675.9,Mid-level
employee_3224,26,IT,65409,10,Chennai,784908,6540.900000000001,71949.9,Mid-level
employee_3225,40,HR,119022,12,Pune,1428264,11902.2,130924.2,Senior
employee_3226,31,IT,105635,12,Pune,1267620,10563.5,116198.5,Senior
employee_3227,52,HR,86486,10,Hyderabad,1037832,8648.6,95134.6,Mid-level
employee_3228,47,QA,26611,4,Chennai,319332,2661.1000000000004,29272.1,Junior
employee_3229,41,QA,56657,14,Mumbai,679884,5665.700000000001,62322.7,Senior
employee_3230,33,Sales,43462,14,Hyderabad,521544,4346.2,47808.2,Senior
employee_3231,42,Sales,101309,14,Chennai,1215708,10130.900000000001,111439.9,Senior
employee_3232,55,Finance,114299,10,Pune,1371588,11429.900000000001,125728.9,Mid-level
employee_3233,42,Data,63547,9,Hyderabad,762564,6354.700000000001,69901.7,Mid-level
employee_3234,48,Finance,54063,6,Pune,648756,5406.3,59469.3,Mid-level
employee_3235,41,HR,107273,4,Bangalore,1287276,10727.300000000001,118000.3,Junior
employee_3236,38,Finance,104397,15,Bangalore,1252764,10439.7,114836.7,Senior
employee_3237,51,IT,77788,1,Hyderabad,933456,7778.8,85566.8,Fresher
employee_3238,57,HR,67523,15,Hyderabad,810276,6752.3,74275.3,Senior
employee_3239,41,Sales,55284,11,Chennai,663408,5528.400000000001,60812.4,Senior
employee_3240,34,QA,112964,11,Mumbai,1355568,11296.400000000001,124260.4,Senior
employee_3241,45,Sales,88996,11,Mumbai,1067952,8899.6,97895.6,Senior
employee_3242,47,Data,91247,3,Bangalore,1094964,9124.7,100371.7,Junior
employee_3243,60,HR,38706,12,Bangalore,464472,3870.6000000000004,42576.6,Senior
employee_3244,43,HR,118614,10,Bangalore,1423368,11861.400000000001,130475.4,Mid-level
employee_3245,51,IT,35924,4,Pune,431088,3592.4,39516.4,Junior
employee_3246,49,Data,40921,5,Mumbai,491052,4092.1000000000004,45013.1,Junior
employee_3247,50,QA,50432,4,Hyderabad,605184,5043.200000000001,55475.2,Junior
employee_3248,46,HR,42813,9,Bangalore,513756,4281.3,47094.3,Mid-level
employee_3249,40,HR,90250,10,Delhi,1083000,9025.0,99275.0,Mid-level
employee_3250,58,IT,93956,15,Chennai,1127472,9395.6,103351.6,Senior
employee_3251,39,Finance,27068,14,Hyderabad,324816,2706.8,29774.8,Senior
employee_3252,47,QA,64927,0,Hyderabad,779124,6492.700000000001,71419.7,Fresher
employee_3253,45,Sales,95342,0,Hyderabad,1144104,9534.2,104876.2,Fresher
employee_3254,60,Data,55539,14,Mumbai,666468,5553.900000000001,61092.9,Senior
employee_3255,58,HR,36683,2,Bangalore,440196,3668.3,40351.3,Fresher
employee_3256,43,HR,110151,8,Chennai,1321812,11015.1,121166.1,Mid-level
employee_3257,49,Sales,60674,10,Pune,728088,6067.400000000001,66741.4,Mid-level
employee_3258,35,QA,77703,1,Chennai,932436,7770.3,85473.3,Fresher
employee_3259,23,Finance,83810,9,Chennai,1005720,8381.0,92191.0,Mid-level
employee_3260,30,HR,111111,4,Delhi,1333332,11111.1,122222.1,Junior
employee_3261,35,QA,110343,8,Chennai,1324116,11034.300000000001,121377.3,Mid-level
employee_3262,36,Sales,110977,6,Pune,1331724,11097.7,122074.7,Mid-level
employee_3263,37,IT,112114,10,Chennai,1345368,11211.400000000001,123325.4,Mid-level
employee_3264,39,Finance,36117,7,Delhi,433404,3611.7000000000003,39728.7,Mid-level
employee_3265,31,Data,28665,1,Chennai,343980,2866.5,31531.5,Fresher
employee_3266,25,HR,69390,4,Bangalore,832680,6939.0,76329.0,Junior
employee_3267,25,QA,99884,8,Delhi,1198608,9988.400000000001,109872.4,Mid-level
employee_3268,34,IT,88887,0,Bangalore,1066644,8888.7,97775.7,Fresher
employee_3269,46,Data,73266,0,Bangalore,879192,7326.6,80592.6,Fresher
employee_3270,28,QA,80541,15,Hyderabad,966492,8054.1,88595.1,Senior
employee_3271,25,QA,89802,9,Delhi,1077624,8980.2,98782.2,Mid-level
employee_3272,27,Data,119319,7,Chennai,1431828,11931.900000000001,131250.9,Mid-level
employee_3273,36,IT,32882,1,Mumbai,394584,3288.2000000000003,36170.2,Fresher
employee_3274,34,Sales,95825,8,Mumbai,1149900,9582.5,105407.5,Mid-level
employee_3275,57,IT,38910,9,Mumbai,466920,3891.0,42801.0,Mid-level
employee_3276,24,Finance,65566,8,Pune,786792,6556.6,72122.6,Mid-level
employee_3277,56,HR,88073,3,Bangalore,1056876,8807.300000000001,96880.3,Junior
employee_3278,37,Data,61176,1,Bangalore,734112,6117.6,67293.6,Fresher
employee_3279,56,Sales,108081,2,Bangalore,1296972,10808.1,118889.1,Fresher
employee_3280,26,Data,55289,9,Delhi,663468,5528.900000000001,60817.9,Mid-level
employee_3281,36,Data,75411,0,Pune,904932,7541.1,82952.1,Fresher
employee_3282,49,IT,94626,2,Chennai,1135512,9462.6,104088.6,Fresher
employee_3283,56,HR,40362,4,Hyderabad,484344,4036.2000000000003,44398.2,Junior
employee_3284,58,Finance,112610,2,Delhi,1351320,11261.0,123871.0,Fresher
employee_3285,57,QA,38783,2,Bangalore,465396,3878.3,42661.3,Fresher
employee_3286,30,QA,69162,9,Chennai,829944,6916.200000000001,76078.2,Mid-level
employee_3287,56,Data,60749,5,Mumbai,728988,6074.900000000001,66823.9,Junior
employee_3288,49,HR,28554,2,Hyderabad,342648,2855.4,31409.4,Fresher
employee_3289,34,Sales,83568,2,Mumbai,1002816,8356.800000000001,91924.8,Fresher
employee_3290,24,IT,43773,14,Chennai,525276,4377.3,48150.3,Senior
employee_3291,56,HR,98694,8,Chennai,1184328,9869.400000000001,108563.4,Mid-level
employee_3292,33,HR,91550,1,Mumbai,1098600,9155.0,100705.0,Fresher
employee_3293,38,IT,71295,0,Delhi,855540,7129.5,78424.5,Fresher
employee_3294,53,Data,55331,9,Hyderabad,663972,5533.1,60864.1,Mid-level
employee_3295,41,HR,70640,7,Mumbai,847680,7064.0,77704.0,Mid-level
employee_3296,36,QA,89877,12,Mumbai,1078524,8987.7,98864.7,Senior
employee_3297,35,IT,71969,13,Delhi,863628,7196.900000000001,79165.9,Senior
employee_3298,25,Sales,67986,2,Mumbai,815832,6798.6,74784.6,Fresher
employee_3299,26,Finance,32585,6,Hyderabad,391020,3258.5,35843.5,Mid-level
employee_3300,58,Data,29122,1,Pune,349464,2912.2000000000003,32034.2,Fresher
employee_3301,23,IT,41838,10,Hyderabad,502056,4183.8,46021.8,Mid-level
employee_3302,32,Finance,42301,10,Delhi,507612,4230.1,46531.1,Mid-level
employee_3303,56,Finance,48107,11,Mumbai,577284,4810.7,52917.7,Senior
employee_3304,53,Sales,82357,7,Bangalore,988284,8235.7,90592.7,Mid-level
employee_3305,56,HR,113161,15,Bangalore,1357932,11316.1,124477.1,Senior
employee_3306,53,Sales,80211,8,Chennai,962532,8021.1,88232.1,Mid-level
employee_3307,51,HR,91025,7,Pune,1092300,9102.5,100127.5,Mid-level
employee_3308,41,HR,91520,7,Delhi,1098240,9152.0,100672.0,Mid-level
employee_3309,47,IT,42344,7,Chennai,508128,4234.400000000001,46578.4,Mid-level
employee_3310,47,IT,82202,13,Chennai,986424,8220.2,90422.2,Senior
employee_3311,28,Data,39959,6,Bangalore,479508,3995.9,43954.9,Mid-level
employee_3312,57,HR,63751,1,Hyderabad,765012,6375.1,70126.1,Fresher
employee_3313,52,Finance,26869,7,Chennai,322428,2686.9,29555.9,Mid-level
employee_3314,46,QA,69264,4,Chennai,831168,6926.400000000001,76190.4,Junior
employee_3315,22,Data,55268,5,Pune,663216,5526.8,60794.8,Junior
employee_3316,32,IT,109564,3,Bangalore,1314768,10956.400000000001,120520.4,Junior
employee_3317,42,Sales,64606,0,Hyderabad,775272,6460.6,71066.6,Fresher
employee_3318,37,Data,38550,12,Pune,462600,3855.0,42405.0,Senior
employee_3319,27,Data,30702,4,Hyderabad,368424,3070.2000000000003,33772.2,Junior
employee_3320,24,Data,103563,2,Hyderabad,1242756,10356.300000000001,113919.3,Fresher
employee_3321,57,Data,86745,8,Chennai,1040940,8674.5,95419.5,Mid-level
employee_3322,58,QA,49459,3,Pune,593508,4945.900000000001,54404.9,Junior
employee_3323,52,Sales,81782,9,Chennai,981384,8178.200000000001,89960.2,Mid-level
employee_3324,31,Sales,112822,1,Mumbai,1353864,11282.2,124104.2,Fresher
employee_3325,21,Sales,31032,3,Hyderabad,372384,3103.2000000000003,34135.2,Junior
employee_3326,45,HR,26825,2,Pune,321900,2682.5,29507.5,Fresher
employee_3327,44,Finance,102090,2,Bangalore,1225080,10209.0,112299.0,Fresher
employee_3328,37,Sales,73101,4,Chennai,877212,7310.1,80411.1,Junior
employee_3329,28,Data,85109,15,Mumbai,1021308,8510.9,93619.9,Senior
employee_3330,47,Data,37470,0,Delhi,449640,3747.0,41217.0,Fresher
employee_3331,38,Sales,28770,4,Mumbai,345240,2877.0,31647.0,Junior
employee_3332,47,Sales,52268,7,Mumbai,627216,5226.8,57494.8,Mid-level
employee_3333,42,Data,25029,14,Chennai,300348,2502.9,27531.9,Senior
employee_3334,36,HR,55083,14,Bangalore,660996,5508.3,60591.3,Senior
employee_3335,22,IT,33958,9,Pune,407496,3395.8,37353.8,Mid-level
employee_3336,25,IT,33806,11,Hyderabad,405672,3380.6000000000004,37186.6,Senior
employee_3337,38,Sales,57162,8,Bangalore,685944,5716.200000000001,62878.2,Mid-level
employee_3338,23,QA,99732,11,Chennai,1196784,9973.2,109705.2,Senior
employee_3339,47,Sales,59889,0,Delhi,718668,5988.900000000001,65877.9,Fresher
employee_3340,37,Sales,52702,13,Pune,632424,5270.200000000001,57972.2,Senior
